2020-06-27 18:01:22 5975 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateFinanceDept.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.financedept.controller.FinancedeptController.saveOrUpdateFinanceDept(com.mk.business.financedept.model.Financedept)
2020-06-27 18:01:22 5975 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateFpSupplier],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.request.ResponseInfoVo com.mk.business.fpsupplier.controller.FpSuppllierController.saveOrUpdateFpSupplier(com.mk.utils.request.RequestInfoVo)
2020-06-27 18:01:22 5976 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateIntention],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.request.ResponseInfoVo com.mk.business.Intention.controller.IntentionController.saveOrUpdateIntention(com.mk.utils.request.RequestInfoVo)
2020-06-27 18:01:22 5976 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateLocation.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.location.controller.LocationController.saveOrUpdateLocation(com.mk.business.location.model.Location)
2020-06-27 18:01:22 5976 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateNotice.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.request.ResponseInfoVo com.mk.business.notice.controller.NoticeController.saveOrUpdateNotice(com.mk.utils.request.RequestInfoVo)
2020-06-27 18:01:22 5978 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateOptionList.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.optionlist.controller.OptionlistController.saveOrUpdateOptionList(com.mk.business.optionlist.model.Optionlist)
2020-06-27 18:01:22 5979 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateOptionType.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.optiontype.controller.OptiontypeController.saveOrUpdateOptionType(com.mk.business.optiontype.model.Optiontype)
2020-06-27 18:01:22 5980 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateOrder],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.request.ResponseInfoVo com.mk.business.order.controller.OrderController.saveOrUpdateOrder(com.mk.utils.request.RequestInfoVo)
2020-06-27 18:01:22 5980 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateOrganization.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.organization.controller.OrganizationController.saveOrUpdateOrganization(com.mk.business.organization.model.Organization)
2020-06-27 18:01:22 5980 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdatePayment.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.request.ResponseInfoVo com.mk.business.pay.controller.PayController.saveOrUpdatePayment(com.mk.utils.request.RequestInfoVo) throws java.lang.Exception
2020-06-27 18:01:22 5981 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdatePlatform.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.platform.controller.PlatformController.saveOrUpdatePlatform(com.mk.business.platform.model.Platform)
2020-06-27 18:01:22 5981 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdatePlatformType.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.platformtype.controller.PlatformtypeController.saveOrUpdatePlatformType(com.mk.business.platformtype.model.Platformtype)
2020-06-27 18:01:22 5982 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateProject.do],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.mk.utils.request.ResponseInfoVo com.mk.business.project.controller.ProjectController.saveOrUpdateProject(com.mk.utils.request.RequestInfoVo)
2020-06-27 18:01:22 5982 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveProjectResponse.do],methods=[POST],produces=[application/json;charset=UTF-8]}" onto public com.mk.utils.request.ResponseInfoVo com.mk.business.projpectresponse.controller.ProjectResponseController.saveOrUpdateProjectResponse(com.mk.utils.request.RequestInfoVo)
2020-06-27 18:01:22 5982 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdatePurCatalog.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.purcatalog.controller.PurCatalogController.saveOrUpdatePurCatalog(com.mk.business.purcatalog.model.Purcatalog)
2020-06-27 18:01:22 5983 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateRegion.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.region.controller.RegionClass.saveOrUpdateRegion(com.mk.business.region.model.Region)
2020-06-27 18:01:22 5983 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateResource.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.resource.controller.ResourceController.saveOrUpdateResource(com.mk.business.resource.model.Resource)
2020-06-27 18:01:22 5984 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateSupplierInfo.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.supplier.controller.SupplierController.saveOrUpdateSupplierInfo(com.mk.business.supplier.model.Supplier)
2020-06-27 18:01:22 5984 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateTrustinfo],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.request.ResponseInfoVo com.mk.business.trustinfo.controller.TrustinfoController.saveOrUpdateTrustinfo(com.mk.utils.request.RequestInfoVo)
2020-06-27 18:01:22 5984 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateYear.do],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.model.ReturnMessage com.mk.business.year.controller.YearController.saveOrUpdateYear(com.mk.business.year.model.Year)
2020-06-27 18:01:22 5985 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveOrUpdateZcyBuyplan],methods=[POST],consumes=[application/json;charset=utf-8]}" onto public com.mk.utils.request.ResponseInfoVo com.mk.business.zcyBuyplan.controller.ZcyBuyplanController.saveOrUpdateZcyBuyplan(com.mk.utils.request.RequestInfoVo)
2020-06-27 18:01:22 5985 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/v2/api-docs],methods=[GET],produces=[application/json || application/hal+json]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)
2020-06-27 18:01:22 5989 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
2020-06-27 18:01:22 5990 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
2020-06-27 18:01:22 5990 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
